Tenure,Monthly Charges,Device Protection,Streaming TV,Tech Support,Internet Service,Online Security,Streaming Movies,Online Backup,Payment Method,Churn
3,91.85,Yes,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
54,20.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,40.1,No,Yes,Yes,DSL,No,No,No,Electronic check,Yes
64,110.3,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
31,73.9,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
14,89.8,No,Yes,No,Fiber optic,No,Yes,No,Mailed check,Yes
12,85.15,No,Yes,No,Fiber optic,Yes,No,No,Credit card (automatic),No
67,60.95,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
35,72.25,Yes,Yes,Yes,DSL,Yes,No,No,Electronic check,Yes
45,73.55,No,No,Yes,DSL,Yes,Yes,No,Mailed check,No
10,46.0,No,No,No,DSL,No,No,No,Mailed check,No
29,58.55,No,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
24,24.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
66,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
51,86.35,No,Yes,No,Fiber optic,Yes,No,No,Mailed check,No
45,25.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
49,19.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
29,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
40,110.1,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
37,96.55,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
25,69.75,No,No,No,Fiber optic,No,No,No,Electronic check,No
22,50.6,Yes,Yes,No,DSL,No,Yes,No,Electronic check,No
72,65.6,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
7,40.1,No,No,No,DSL,No,Yes,Yes,Credit card (automatic),Yes
33,82.1,Yes,Yes,Yes,DSL,No,Yes,Yes,Credit card (automatic),No
23,79.1,No,No,Yes,Fiber optic,No,No,Yes,Mailed check,No
24,101.25,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
1,79.55,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
69,90.65,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Mailed check,No
3,20.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
56,75.75,No,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
65,110.0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Credit card (automatic),No
71,20.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
14,80.35,Yes,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
2,70.15,No,No,No,Fiber optic,No,No,No,Electronic check,No
32,84.05,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
40,67.45,Yes,No,No,DSL,Yes,Yes,No,Electronic check,No
1,20.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
1,89.1,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
7,69.9,No,No,No,Fiber optic,No,No,No,Mailed check,No
15,51.1,No,No,No,DSL,No,No,No,Electronic check,No
17,94.4,Yes,Yes,No,Fiber optic,Yes,No,No,Electronic check,Yes
19,78.25,Yes,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
71,25.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
54,60.0,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
31,90.55,No,No,Yes,Fiber optic,Yes,No,Yes,Credit card (automatic),No
11,76.4,No,No,No,Fiber optic,Yes,No,No,Electronic check,No
18,84.95,Yes,No,No,Fiber optic,No,Yes,No,Electronic check,No
72,110.1,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
71,99.65,No,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),No
5,45.4,Yes,Yes,Yes,DSL,No,No,No,Credit card (automatic),No
38,69.0,Yes,No,Yes,DSL,No,Yes,No,Credit card (automatic),No
5,48.65,No,No,Yes,DSL,No,No,No,Bank transfer (automatic),No
2,44.15,No,No,No,DSL,No,No,No,Electronic check,Yes
52,59.85,Yes,No,No,DSL,Yes,No,No,Bank transfer (automatic),No
8,75.75,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
68,80.65,Yes,Yes,No,DSL,No,Yes,Yes,Electronic check,No
69,20.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
42,66.4,No,No,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
50,100.2,No,Yes,Yes,Fiber optic,No,Yes,Yes,Mailed check,No
1,19.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
1,80.3,No,No,No,Fiber optic,Yes,No,No,Electronic check,Yes
33,44.55,No,No,No,DSL,No,No,No,Credit card (automatic),No
7,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
64,91.8,Yes,No,No,Fiber optic,Yes,No,Yes,Electronic check,No
1,74.9,Yes,No,No,Fiber optic,No,No,No,Electronic check,Yes
59,20.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
6,50.35,No,No,No,DSL,No,No,No,Electronic check,No
3,18.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
15,20.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
13,64.75,No,Yes,No,DSL,No,Yes,No,Electronic check,No
23,98.7,No,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),No
31,89.45,No,Yes,No,Fiber optic,Yes,No,No,Electronic check,No
29,58.75,No,No,Yes,DSL,Yes,No,Yes,Electronic check,No
49,20.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
56,85.6,No,Yes,No,Fiber optic,No,No,No,Bank transfer (automatic),No
63,80.3,Yes,No,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
63,79.8,Yes,Yes,Yes,DSL,No,Yes,No,Credit card (automatic),No
24,79.85,No,No,No,Fiber optic,Yes,No,No,Electronic check,No
36,54.1,Yes,No,Yes,DSL,No,No,No,Credit card (automatic),No
9,80.85,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
3,24.75,No,No,No,DSL,No,No,No,Electronic check,Yes
21,80.9,Yes,Yes,Yes,DSL,Yes,Yes,No,Mailed check,No
13,24.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
25,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
71,19.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
66,114.3,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
45,100.3,No,Yes,No,Fiber optic,Yes,Yes,Yes,Electronic check,No
22,80.0,No,Yes,No,Fiber optic,No,No,No,Credit card (automatic),No
67,20.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
68,89.95,Yes,Yes,No,Fiber optic,No,No,No,Bank transfer (automatic),No
0,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
49,90.85,Yes,No,No,Fiber optic,No,Yes,No,Credit card (automatic),Yes
4,48.75,No,No,No,DSL,No,No,No,Mailed check,No
63,80.0,Yes,No,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
2,79.7,Yes,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes
21,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
55,57.55,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),Yes
1,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
17,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
30,100.4,No,Yes,No,Fiber optic,Yes,Yes,No,Bank transfer (automatic),No
22,57.95,No,No,Yes,DSL,Yes,No,Yes,Mailed check,No
9,59.5,No,Yes,Yes,DSL,No,No,No,Bank transfer (automatic),No
1,19.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
21,86.5,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
19,59.55,Yes,No,Yes,DSL,No,No,No,Electronic check,No
69,103.95,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
1,25.1,No,No,No,DSL,No,No,No,Electronic check,Yes
72,103.95,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
70,68.95,Yes,Yes,No,DSL,Yes,No,No,Credit card (automatic),No
66,103.1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
7,24.7,No,No,No,DSL,No,No,No,Electronic check,No
46,110.2,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
39,48.95,No,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),Yes
32,62.45,Yes,No,No,DSL,No,No,Yes,Bank transfer (automatic),No
24,89.55,Yes,No,No,Fiber optic,No,Yes,Yes,Electronic check,No
6,83.55,No,No,No,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
37,78.9,Yes,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
8,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,71.45,Yes,Yes,No,DSL,Yes,No,No,Bank transfer (automatic),No
71,46.35,Yes,No,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
16,94.65,No,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
57,49.9,Yes,No,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
66,25.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
17,89.15,Yes,Yes,No,Fiber optic,No,No,Yes,Electronic check,Yes
21,20.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
66,66.1,Yes,No,No,DSL,Yes,No,Yes,Credit card (automatic),No
17,75.4,No,Yes,No,DSL,No,Yes,Yes,Bank transfer (automatic),No
1,70.45,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
58,60.3,Yes,No,No,DSL,Yes,No,Yes,Credit card (automatic),Yes
8,21.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
27,69.35,Yes,Yes,Yes,DSL,Yes,No,No,Credit card (automatic),No
34,88.85,No,No,No,Fiber optic,No,Yes,Yes,Mailed check,No
30,97.0,No,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
33,66.4,Yes,Yes,No,DSL,No,No,Yes,Credit card (automatic),No
1,24.75,No,No,No,DSL,No,No,No,Electronic check,Yes
14,69.2,No,No,No,DSL,Yes,Yes,Yes,Mailed check,No
16,79.5,No,No,Yes,Fiber optic,No,No,No,Credit card (automatic),No
49,100.65,Yes,Yes,Yes,Fiber optic,No,Yes,No,Credit card (automatic),No
19,103.3,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
70,79.7,Yes,Yes,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
32,61.4,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
18,69.8,No,No,No,Fiber optic,No,No,No,Electronic check,No
37,40.55,No,No,Yes,DSL,Yes,No,Yes,Mailed check,No
4,75.65,No,No,No,Fiber optic,No,No,No,Electronic check,No
16,90.7,Yes,No,No,Fiber optic,Yes,No,Yes,Electronic check,No
17,80.5,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
19,60.6,Yes,No,No,DSL,Yes,No,Yes,Electronic check,No
60,101.15,Yes,Yes,No,Fiber optic,No,Yes,No,Credit card (automatic),No
51,24.95,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
28,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
43,60.0,No,No,No,DSL,No,Yes,Yes,Electronic check,No
42,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
3,78.5,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
1,44.75,No,No,No,DSL,No,No,No,Mailed check,No
3,19.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
63,98.0,Yes,Yes,No,Fiber optic,Yes,No,Yes,Credit card (automatic),No
3,79.9,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
68,107.7,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
30,99.7,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
60,104.7,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
15,58.6,No,No,Yes,DSL,No,No,Yes,Credit card (automatic),Yes
45,93.9,No,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
70,86.45,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
10,98.5,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
4,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,50.45,Yes,No,No,DSL,No,No,No,Mailed check,Yes
68,24.95,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
22,75.0,No,No,No,Fiber optic,Yes,No,No,Bank transfer (automatic),No
38,94.65,Yes,Yes,No,Fiber optic,No,No,Yes,Electronic check,Yes
1,100.25,No,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),Yes
18,78.2,Yes,No,Yes,Fiber optic,No,No,No,Electronic check,No
29,94.2,No,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,No
16,88.45,Yes,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
1,69.85,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
12,81.7,Yes,No,No,Fiber optic,Yes,No,No,Bank transfer (automatic),Yes
31,50.05,Yes,Yes,No,DSL,No,Yes,No,Electronic check,No
4,79.9,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
48,69.55,Yes,No,Yes,DSL,No,Yes,No,Mailed check,No
15,25.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),Yes
50,90.1,Yes,No,Yes,Fiber optic,Yes,No,Yes,Credit card (automatic),No
7,44.65,No,No,No,DSL,No,No,No,Bank transfer (automatic),No
41,83.75,Yes,No,No,Fiber optic,Yes,No,No,Bank transfer (automatic),Yes
68,80.35,Yes,No,No,Fiber optic,Yes,No,No,Credit card (automatic),No
26,98.1,Yes,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
57,53.35,Yes,Yes,Yes,DSL,No,Yes,No,Credit card (automatic),No
3,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
1,20.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
19,48.95,No,No,No,DSL,Yes,No,No,Bank transfer (automatic),No
3,54.2,No,Yes,No,DSL,No,No,No,Electronic check,No
59,24.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
1,69.4,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
42,40.15,No,Yes,No,DSL,Yes,No,No,Bank transfer (automatic),No
7,74.9,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
67,25.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
1,70.35,No,No,No,Fiber optic,No,No,No,Electronic check,No
66,91.7,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
61,89.2,Yes,No,No,Fiber optic,No,Yes,No,Mailed check,No
4,24.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
42,74.15,No,No,No,Fiber optic,Yes,No,No,Credit card (automatic),Yes
64,53.85,No,No,No,DSL,No,No,Yes,Bank transfer (automatic),No
54,115.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
1,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
54,24.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
18,25.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
3,84.3,No,No,No,Fiber optic,No,Yes,Yes,Electronic check,No
1,70.1,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
72,89.75,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
60,97.95,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
11,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
12,78.3,No,No,No,Fiber optic,Yes,No,No,Electronic check,Yes
61,103.9,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
39,20.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
55,96.8,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
17,94.4,No,Yes,No,Fiber optic,Yes,No,Yes,Electronic check,Yes
37,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
72,26.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,77.35,Yes,Yes,Yes,DSL,No,No,Yes,Credit card (automatic),No
8,66.05,No,No,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
22,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,84.3,No,Yes,No,Fiber optic,No,No,Yes,Electronic check,Yes
38,68.15,No,No,Yes,DSL,No,Yes,Yes,Credit card (automatic),No
17,80.85,Yes,Yes,Yes,DSL,No,Yes,Yes,Electronic check,No
70,75.5,Yes,Yes,Yes,DSL,No,No,Yes,Bank transfer (automatic),No
72,92.45,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),Yes
28,80.6,No,No,No,Fiber optic,No,Yes,No,Electronic check,No
15,83.2,No,Yes,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
72,87.55,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
11,99.55,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
8,81.25,Yes,No,No,Fiber optic,No,No,No,Electronic check,Yes
57,109.4,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
1,19.95,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),Yes
46,45.55,No,Yes,No,DSL,Yes,No,Yes,Electronic check,No
30,20.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
10,75.3,No,No,No,Fiber optic,Yes,No,No,Electronic check,No
23,99.25,Yes,Yes,No,Fiber optic,Yes,No,Yes,Electronic check,Yes
32,93.4,Yes,No,No,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
13,73.75,No,No,No,Fiber optic,Yes,No,No,Credit card (automatic),No
39,80.45,Yes,No,Yes,Fiber optic,No,No,No,Electronic check,Yes
44,88.15,Yes,Yes,No,Fiber optic,No,No,Yes,Credit card (automatic),No
9,49.2,No,No,Yes,DSL,No,No,No,Mailed check,No
67,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
9,79.35,Yes,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
15,79.75,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
71,105.15,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
1,49.0,No,No,Yes,DSL,No,No,No,Credit card (automatic),No
30,100.05,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
1,69.35,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
17,49.8,No,Yes,No,DSL,No,Yes,Yes,Mailed check,No
3,85.8,No,No,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
67,79.7,Yes,Yes,No,DSL,Yes,Yes,No,Electronic check,Yes
1,20.95,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,50.55,No,No,No,DSL,No,No,No,Mailed check,Yes
32,79.3,Yes,No,No,Fiber optic,No,No,No,Mailed check,No
41,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,80.55,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
1,44.15,No,No,No,DSL,No,No,No,Bank transfer (automatic),No
12,84.5,Yes,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
62,105.5,No,Yes,No,Fiber optic,Yes,Yes,Yes,Electronic check,No
22,84.3,No,No,No,Fiber optic,No,Yes,Yes,Mailed check,Yes
17,92.7,Yes,No,Yes,Fiber optic,No,No,Yes,Credit card (automatic),No
72,26.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
56,96.95,No,Yes,Yes,Fiber optic,No,No,Yes,Credit card (automatic),No
9,20.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
72,115.8,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
20,108.2,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
19,20.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
2,67.75,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
53,54.9,Yes,Yes,Yes,DSL,No,Yes,No,Credit card (automatic),No
27,85.25,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
6,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
9,90.35,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,No
8,55.75,No,No,No,DSL,No,No,Yes,Electronic check,No
71,114.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
10,80.05,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes
1,20.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
71,66.8,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
68,100.3,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
34,105.35,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
26,85.2,Yes,No,Yes,Fiber optic,No,No,Yes,Electronic check,No
22,48.8,No,No,No,DSL,Yes,No,No,Credit card (automatic),Yes
7,18.95,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
20,69.8,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
60,106.15,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
72,20.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
72,105.75,Yes,Yes,No,Fiber optic,No,Yes,Yes,Credit card (automatic),No
4,25.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
16,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
62,104.85,Yes,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,No
10,60.95,No,No,Yes,DSL,No,Yes,No,Mailed check,No
31,81.15,No,No,No,Fiber optic,No,No,Yes,Electronic check,No
71,19.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
58,20.8,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
70,90.15,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
71,90.1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Electronic check,No
69,74.1,Yes,No,Yes,DSL,Yes,Yes,No,Credit card (automatic),No
1,85.05,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
72,118.75,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
26,85.9,No,No,Yes,Fiber optic,No,Yes,No,Credit card (automatic),No
33,95.0,Yes,No,Yes,Fiber optic,No,Yes,No,Credit card (automatic),No
10,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
57,101.3,Yes,No,Yes,Fiber optic,Yes,Yes,No,Credit card (automatic),No
10,21.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
39,24.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
11,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
21,102.8,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,Yes
68,85.3,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
18,89.6,Yes,Yes,No,Fiber optic,No,No,No,Credit card (automatic),No
6,99.95,Yes,Yes,Yes,Fiber optic,No,Yes,No,Mailed check,Yes
18,56.25,No,No,No,DSL,Yes,No,No,Mailed check,No
52,50.95,Yes,No,No,DSL,No,No,No,Bank transfer (automatic),No
56,115.85,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Mailed check,No
45,103.65,Yes,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),No
67,26.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
3,35.1,No,No,Yes,DSL,Yes,No,No,Mailed check,No
65,99.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
63,67.25,No,No,Yes,DSL,No,Yes,Yes,Mailed check,No
11,25.0,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,59.55,No,No,Yes,DSL,No,Yes,No,Mailed check,No
55,77.8,Yes,Yes,No,DSL,No,Yes,No,Bank transfer (automatic),No
25,55.1,No,No,Yes,DSL,No,No,No,Mailed check,No
72,117.8,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),Yes
72,24.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
65,45.25,No,Yes,Yes,DSL,No,No,Yes,Mailed check,No
54,79.5,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
7,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
72,64.75,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
21,54.6,No,Yes,No,DSL,No,No,No,Bank transfer (automatic),No
2,20.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
4,94.75,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
3,79.65,No,No,Yes,Fiber optic,No,No,No,Bank transfer (automatic),Yes
72,115.8,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
6,49.45,No,No,No,DSL,Yes,No,No,Electronic check,No
52,83.8,Yes,No,No,Fiber optic,No,Yes,No,Credit card (automatic),No
69,95.35,Yes,No,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
